"","Name","Location","Started on","Notes","Region","URL","Latnum  in miles","Longnum"
"344","Clair parkrun","","20 Jul 2013","","South East England",NA,"",""
"345","Cranleigh parkrun","","4 Oct 2014","","South East England",NA,"",""
"346","Dartford parkrun","","26 Jul 2014","","South East England",NA,"",""
"347","Dartford Heath parkrun","","12 May 2018","","South East England",NA,"",""
"348","Didcot parkrun","","21 Feb 2015","","South East England",NA,"",""
"349","Dinton Pastures parkrun","Winnersh, Berkshire","14 Jul 2018","The course is two laps on packed gravel and trail paths around the lakes at Dinton Pastures Country Park","South East England","/wiki/Winnersh","51.4280555555556","-0.879444444444444"
"350","East Grinstead parkrun","","9 Sep 2017","","South East England",NA,"",""
"351","Eastbourne parkrun","","28 Jan 2012","","South East England",NA,"",""
"352","Eastleigh parkrun","Hampshire","8 May 2010","","South East England","/wiki/Hampshire","",""
"353","Fareham parkrun","Hampshire","9 Apr 2016","","South East England","/wiki/Hampshire","",""
"354","Folkestone parkrun","Kent","16 Aug 2014","","South East England",NA,"",""
"355","Frimley Lodge parkrun","Frimley Green, Surrey","13 Feb 2010","A two-lap course around the playing fields of Frimley Lodge Park, along the Basingstoke Canal path and on wooded trail paths","South East England","/wiki/Frimley_Green","",""
"356","Great Lines parkrun","","28 Sep 2013","","South East England",NA,"",""
"357","Guildford parkrun","","10 Mar 2012","","South East England",NA,"",""
"358","Harcourt Hill parkrun","","18 Oct 2014","","South East England",NA,"",""
"359","Hastings parkrun","","18 Apr 2015","","South East England",NA,"",""
"360","Havant parkrun","Hampshire","16 Jun 2012","","South East England","/wiki/Hampshire","",""
"361","Hazelwood parkrun","Sunbury-on-Thames, Surrey","17 Mar 2018","A two-lap course around the training pitches of London Irish Rugby Football Club.","South East England","/wiki/Sunbury-on-Thames","",""
"362","Henley-on-Thames parkrun","","1 Jul 2017","","South East England",NA,"",""
"363","Higginson, Marlow parkrun","Marlow, Buckinghamshire","18 Aug 2018","The course is an out and back along the Thames Path starting and finishing in Higginson Park.","South East England","/wiki/Marlow,_Buckinghamshire","",""
"364","Hogmoor Inclosure parkrun","Hampshire","10 Mar 2018","","South East England","/wiki/Hampshire","",""
"365","Homewood parkrun","Ottershaw, Surrey","15 Oct 2016","A three-lap woodland trail course around Ether Hill and Ottershaw Memorial Fields.","South East England","/wiki/Ottershaw","",""
"366","Horsham parkrun","","6 Sep 2014","","South East England",NA,"",""
"367","Hove Promenade parkrun","","11 Jul 2015","","South East England",NA,"",""
"368","Lancing Beach parkrun","","25 Aug 2018","","South East England",NA,"",""
"369","Lee-on-the-Solent parkrun","Hampshire","4 Jul 2015","The course runs in a straight line on the promenade, making 2 u-turns in an 's' shaped run.","South East England","/wiki/Hampshire","",""
"370","Linford Wood parkrun","","16 Jul 2016","","South East England",NA,"",""
"371","Lullingstone parkrun","","11 Apr 2015","","South East England",NA,"",""
"372","Lymington Woodside parkrun","Hampshire","9 Jul 2016","","South East England","/wiki/Hampshire","",""
"373","Maidenhead parkrun","Maidenhead, Berkshire","21 Mar 2015","The course consists of two clockwise laps of the nature reserve in Braywick Park.","South East England","/wiki/Maidenhead","",""
"374","Maidstone parkrun","Kent","13 Apr 2013","","South East England",NA,"",""
"375","Malling parkrun","","3 Oct 2015","","South East England",NA,"",""
"376","Margate parkrun","Kent","27 Apr 2013","","South East England",NA,"",""
"377","Medina I.O.W. parkrun","Isle of Wight","7 May 2011","","South East England",NA,"",""
"378","Milton Keynes parkrun","","16 Jan 2010","Frequently voted the most scenic of all the parkruns, a rare single lap course taking in sights such as the Grand Union Canal, the shores of Willen Lake and a Buddhist peace pagoda.","South East England",NA,"",""
"379","Mole Valley parkrun","","17 Mar 2018","","South East England",NA,"",""
"380","Mountbatten School Parkrun","Romsey, Hampshire","2 Mar 2019","At Mountbatten School, Romsey. Three lap course, almost entirely on grass","South East England","/wiki/Romsey,_Hampshire","",""
"381","Netley Abbey parkrun","Hampshire","17 Mar 2012","","South East England","/wiki/Hampshire","",""
"382","Newbury parkrun","Greenham, Berkshire","11 Feb 2012","One clockwise lap around part of the former airfield at RAF Greenham Common.","South East England","/wiki/Greenham","",""
"383","Nonsuch parkrun","Cheam, Surrey","17 Sep 2011","Nonsuch Park is on the border of London Borough of Sutton and Epsom and Ewell. parkrun classifies the run as in the South East region rather than Greater London.","South East England","/wiki/Cheam","",""
"384","Oxford parkrun","","5 Nov 2011","","South East England",NA,"",""
"385","Peacehaven parkrun","","20 May 2017","","South East England",NA,"",""
"386","Pegwell Bay parkrun","","11 May 2013","Two laps of Pegwell Bay Country Park.  Flat (<3m elevation) gravel paths, slightly muddy in winter but road shoes fine.  Pay parking.  Coffee van on site.  Nearest indoor cafes in Sandwich.","South East England",NA,"",""
"387","Portsmouth Lakeside parkrun","Hampshire","30 Apr 2016","","South East England","/wiki/Hampshire","",""
"388","Preston Park parkrun","","20 Apr 2013","","South East England",NA,"",""
"389","Prospect parkrun","Reading, Berkshire","5 May 2018","Two anticlockwise laps of Prospect Park in west Reading.","South East England","/wiki/Reading,_Berkshire","",""
"390","Queen Elizabeth parkrun","Hampshire","18 May 2013","","South East England","/wiki/Hampshire","",""
"391","Reading parkrun","Reading, Berkshire","12 Sep 2009","The course is run along the Thames Path and then two clockwise laps of the nature reserve in Thames Valley Park before returning along the Thames Path.","South East England","/wiki/Reading,_Berkshire","",""
"392","Reigate Priory parkrun","","22 Mar 2014","","South East England",NA,"",""
"393","Royal Tunbridge Wells parkrun","","26 Apr 2014","","South East England",NA,"",""
"394","Rushmere parkrun","","7 Nov 2014","","South East England",NA,"",""
"395","Rushmoor parkrun","Aldershot, Hampshire","3 May 2014","A two-lap course around the polo fields at Queen's Parade in Aldershot Garrison, with trail paths around the perimeter of the fields, a section alongside the A325 road and the Basingstoke Canal towpath.","South East England","/wiki/Aldershot","",""
"396","Seaford Beach parkrun","","02 Mar 2019","A flat out-and-back along the beach from Bisshopstone to Seaford.","South East England",NA,"",""
"397","Shorne Woods parkrun","","30 Mar 2013","","South East England",NA,"",""
"398","Sittingbourne parkrun","Kent","27 Feb 2016","","South East England",NA,"",""
"399","Southampton parkrun","Hampshire","7 Jul 2012","","South East England","/wiki/Hampshire","",""
"400","Southsea parkrun","Hampshire","5 Nov 2013","","South East England","/wiki/Hampshire","",""
"401","Tilgate parkrun","","9 Jun 2012","","South East England",NA,"",""
"402","Tonbridge parkrun","Kent","9 Nov 2013","","South East England",NA,"",""
"403","Upton Court parkrun","Upton, Slough","24 Nov 2012","Two anticlockwise laps of Upton Court Park with views of Windsor Castle.","South East England","/wiki/Upton,_Slough","",""
"404","Walmer and Deal Seafront parkrun","","15 Sep 2018","PB potential: Flat out-and-back on tarmac. Course runs along seafront prom past two castles (Deal Castle and Walmer Castle), Walmer Lifeboat Station, Deal Timeball Tower and Deal Pier.","South East England",NA,"",""
"405","Wendover Woods parkrun","","15 Sep 2018","A very hilly single lap trail run (mostly gravel) with amazing views.","South East England",NA,"",""
"406","Whiteley parkrun","Whiteley, Hants","1 Apr 2017","Three laps mainly on tarmac paths around Whiteley Meadowside Recreation Ground.","South East England","/wiki/Whiteley","",""
"407","Whitstable parkrun","","6 Nov 2010","","South East England",NA,"",""
"408","Winchester parkrun","Hampshire","27 Apr 2013","","South East England","/wiki/Hampshire","",""
"409","Witney parkrun","","10 Mar 2018","","South East England",NA,"",""
"410","Woking parkrun","","16 Aug 2014","","South East England",NA,"",""
"411","Woodley parkrun","Woodley, Berkshire","13 Oct 2012","Three clockwise laps around the perimeter of Woodford Park.","South East England","/wiki/Woodley,_Berkshire","",""
"412","Worthing parkrun","","11 Jun 2016","","South East England",NA,"",""
"413","Wycombe Rye parkrun","","4 Aug 2012","","South East England",NA,"",""
"414","Ashton Court Parkrun","Bristol, England","23 Apr 2011","In the grounds of Ashton Court on tarmac, stone and gravel paths","South West England","/wiki/Bristol","",""
"415","Barnstaple Parkrun","Barnstaple, Devon","5 Jan 2013","At Rock Park on tarmac paths and suitable for all abilities","South West England","/wiki/Barnstaple","",""
"416","Bath Skyline Parkrun","Bath, Somerset","4 Oct 2014","At Bath Skyline starting near Prior Park Landscape Garden","South West England","/wiki/Bath,_Somerset","",""
"417","Bideford Parkrun","Bideford, Devon","2 Apr 2016","At Victoria Park, starting near Bideford Rugby Club, on grass and tarmac paths","South West England","/wiki/Bideford","",""
"418","Blandford Parkrun","Blandford Forum, Dorset","26 Jul 2014","An out and back run on the North Devon Trailway starting at Jubilee Way","South West England","/wiki/Blandford_Forum","",""
"419","Bournemouth Parkrun","Bournemouth, Dorset","24 Aug 2013","At Kings Park, starting near the athletic stadium and passing A.F.C. Bournemouth","South West England","/wiki/Bournemouth","",""
"420","Burnham and Highbridge Parkrun","Burnham-on-Sea, Somerset","20 Jun 2015","One loop of Apex Park and an out and back along the River Brue","South West England","/wiki/Burnham-on-Sea","",""
"421","Cheltenham Parkrun","Cheltenham, Glos","16 Feb 2013","Three laps around the lake and football field at Pittville Park","South West England","/wiki/Cheltenham","",""
"422","Chippenham Parkrun","Chippenham, Wiltshire","12 Apr 2014","In Monkton Park on a mixture of surfaces, starting at the Olympiad Leisure Centre","South West England","/wiki/Chippenham","",""
"423","Chipping Sodbury Parkrun","Chipping Sodbury, Glos","22 Feb 2014","At The Ridings, run on the playing fields starting near the Rugby Club","South West England","/wiki/Chipping_Sodbury","",""
"424","Cirencester Parkrun","Cirencester, Glos","2 Feb 2018","A flat, scenic three lap course around the grounds of the Royal Agricultural University","South West England","/wiki/Cirencester","",""
"425","Eastville Parkrun","Eastville, Bristol","18 Nov 2017","At Eastville Park, run entirely on permanent footpaths, starting near the entrance","South West England","/wiki/Eastville,_Bristol","",""
"426","Eden Project Parkrun","St Blazey, Cornwall","11 Nov 2017","At the Eden Project, run entirely on permanent paths around the biomes","South West England","/wiki/St_Blazey","",""
"427","Exeter Riverside Parkrun","Exeter, Devon","2 Aug 2014","Starts and finishes at Exeter Quay and runs along Exeter Riverside Valley Park","South West England","/wiki/Exeter","",""
"428","Exmouth	Parkrun","Exmouth, Devon","23 Dec 2017","An out and back entirely along the Esplanade","South West England","/wiki/Exmouth","",""
"429","Fire Service College Parkrun","Moreton-in-Marsh, Gloucestershire","8 Dec 2019","Three Lap flat course in the recreation grounds at the Fire Service College","South West England","/wiki/Moreton-in-Marsh","",""
"430","Forest of Dean	Parkrun","Forest of Dean, Glos","24 Apr 2010","In the forest at Coverham Enclosure Five Acres","South West England","/wiki/Forest_of_Dean","",""
"431","Gloucester City Parkrun","Gloucester, Glos","24 Feb 2018","At Gloucester Park","South West England","/wiki/Gloucester","",""
"432","Gloucester North Parkrun","Gloucester, Glos","10 Jan 2015","At Plock Court Playing Fields near Gloucester Academy","South West England","/wiki/Gloucester","",""
"433","Heartlands Parkrun","Pool, Cornwall","14 Apr 2018","Four laps in the grounds of Heartlands Cornwall staying close to the visitor centre","South West England","/wiki/Pool,_Cornwall","",""
"434","Killerton Parkrun","Broadclyst, Devon","30 Apr 2011","In the grounds of The National Trust's Killerton estate","South West England","/wiki/Broadclyst","",""
"435","Kingsway Parkrun","Gloucester, Gloucs","6 Jun 2015","At Kingsway Manor Farm Park","South West England","/wiki/Gloucester","",""
"436","Lanhydrock Parkrun","Bodmin, Cornwall","18 Jan 2014","One lap in the grounds of The National Trust's Lanhydrock House","South West England","/wiki/Bodmin","",""
"437","Longrun Meadow Parkrun","Taunton, Somerset","5 Oct 2013","Two laps of Longrun Meadow","South West England","/wiki/Taunton","",""
"438","Lydney Parkrun Parkrun","Lydney, Glos","2 Jan 2016","At Lyndney Recreation Ground starting near the boating lake","South West England","/wiki/Lydney","",""
"439","Melksham Parkrun","Melksham, Wiltshire","16 Dec 2017","At King George V Park taking in the River Avon","South West England","/wiki/Melksham","",""
"440","Minehead Parkrun","Minehead, Somerset","13 Aug 2016","Two and a half laps out and back along the promenade","South West England","/wiki/Minehead","",""
"441","Moors Valley Parkrun","Ashley Heath, Dorset","7 Nov 2015","At Moors Valley Country Park, starting near the visitor centre and mostly on gravel","South West England","/wiki/Ashley_Heath","",""
"442","Mount Edgcumbe Parkrun","Cremyll, Cornwall","30 Jan 2016","In the grounds of Mount Edgcumbe House, a stately home","South West England","/wiki/Cremyll","",""
"443","Newent Parkrun","Newent, Glos","9 Mar 2013","At Newent Community School and Forest Leisure Centre","South West England","/wiki/Newent","",""
"444","Parke Parkrun","Bovey Tracey, Devon","5 Apr 2014","In the grounds of Parke, a National Trust estate","South West England","/wiki/Bovey_Tracey","",""
"445","Penrose Parkrun","Penrose, Cornwall","28 Mar 2015","In the grounds of Penrose, a National Trust estate","South West England","/wiki/Penrose,_Cornwall","",""
"446","Plymvalley Parkrun","Plymouth, Devon","22 Sep 2012","At The National Trust's Plymbridge Woods, starting at Plymbridge","South West England","/wiki/Plymouth","",""
"447","Pomphrey Hill Parkrun","Mangotsfield, Glos","1 Mar 2014","Three laps of Pomphrey Hill playing fields","South West England","/wiki/Mangotsfield","",""
"448","Poole Parkrun","Poole, Dorset","2 Apr 2011","A busy run with laps of the boating lake at Poole Park","South West England","/wiki/Poole","",""
"449","Salisbury Parkrun","Salisbury, Wiltshire","6 Jun 2015","At Churchill Gardens","South West England","/wiki/Salisbury","",""
"450","Seaton	Parkrun","Seaton, Devon","12 Nov 2016","At Seaton Esplanade","South West England","/wiki/Seaton,_Devon","",""
"451","Shepton Mallet Parkrun","Shepton Mallet, Somerset","29 Apr 2017","At Collett Park, three laps mostly on gravel","South West England","/wiki/Shepton_Mallet","",""
"452","Somerdale Pavillion Parkrun","Keynsham, Bristol","17 Nov 2018","At the grounds of the old Somerdale Chocolate Factory, two laps all on grass","South West England","/wiki/Keynsham","",""
"453","Southwick Country Park Parkrun","Trowbridge, Wiltshire","3 Sep 2011","Three laps of Southwick Country Park","South West England","/wiki/Trowbridge","",""
"454","Stonehouse Parkrun","Stonehouse, Glos","23 Jul 2016","Four laps on the grass at Oldends Lane Playing Fields","South West England","/wiki/Stonehouse,_Gloucestershire","",""
"455","Street Parkrun","Street, Somerset","5 May 2018","At Strode College Sports Centre, dogs are not allowed","South West England","/wiki/Street,_Somerset","",""
"456","Swindon Parkrun","Swindon, Wiltshire","6 Mar 2010","In the grounds of Lydiard Park starting at the Forest Cafe.","South West England","/wiki/Swindon","",""
"457","Tamar Lakes Parkrun","Kilkhampton, Cornwall","11 Oct 2014","A single lap of Upper Tamar Lake on tarmac and cinder paths","South West England","/wiki/Kilkhampton","",""
"458","Tamar Trails Parkrun","Gulworthy, Devon","29 Oct 2016","At Tamar Trails starting at the visitor centre","South West England","/wiki/Gulworthy","",""
"459","Tewkesbury Parkrun","Tewkesbury, Glos","4 Jul 2015","At the Vineyards entirely on grass","South West England","/wiki/Tewkesbury","",""
"460","Thornbury Parkrun","Thornbury, Glos","18 Nov 2017","At Mundy Playing Fields mostly on grass","South West England","/wiki/Thornbury,_Gloucestershire","",""
"461","Torbay Velopark	Parkrun","Paignton, Devon","31 Dec 2016","Starts on Torbay Velopark and onto the grounds of Clennon Field","South West England","/wiki/Paignton","",""
"462","Trelissick Parkrun","Feock, Cornwall","3 Dec 2016","At The National trust's Trelissick Garden","South West England","/wiki/Feock,_Cornwall","",""
"463","Upton House Parkrun","Poole, Dorset","3 Jun 2017","At Upton House in the grounds of the estate","South West England","/wiki/Poole","",""
"464","Weymouth Parkrun","Weymouth, Dorset","31 Aug 2013","At Lodmoor Country Park","South West England","/wiki/Weymouth,_Dorset","",""
"465","Woolacombe Parkrun","Woolacombe, Devon","16 Dec 2018","Marine Drive, Woolacombe. Gravel path, grass and beach.","South West England","/wiki/Woolacombe","",""
"466","Wotton Parkrun","Wotton-under-Edge, Glos","22 Oct 2016","At Wotton Community Parc","South West England","/wiki/Wotton-under-Edge","",""
"467","Yeovil Montacute Parkrun","Yeovil, Somerset","7 Sep 2013","In the grounds of The National Trust's Montacute House","South West England","/wiki/Yeovil","",""
"468","Aberdare Parkrun","Aberdare, Rhondda","9 Jun 2018","Three laps of Aberdare Park starting near the bandstand","Wales","/wiki/Aberdare","",""
"469","Aberystwyth Parkrun","Aberystwyth, West Wales","1 Sep 2012","Located in Plascrug Park near the Vale of Rheidol Railway.","Wales","/wiki/Aberystwyth","",""
"470","Barry Island Parkrun","Barry Island, Glamorgan","2 May 2015","On the Promenade passing Barry Island Pleasure Park.","Wales","/wiki/Barry_Island","",""
"471","Bryn Bach	Parkrun","Tredegar, Blaenau Gwent","21 July 2012","A fast, scenic course comprising two laps of the lake at Parc Bryn Bach.","Wales","/wiki/Tredegar","",""
"472","Builth Wells Parkrun","Builth Wells, Powys","2 Mar 2019","Three laps of The Groe","Wales","/wiki/Builth_Wells","",""
"473","Cardiff Parkrun","Cardiff, Glamorgan","16 Feb 2008","In Bute Park, the first parkrun in Wales and second largest in the UK","Wales","/wiki/Cardiff","",""
"474","Colby Parkrun","Amroth, Pembrokeshire","21 Jun 2014","At the National Trusts Colby Woodland Garden.","Wales","/wiki/Amroth,_Pembrokeshire","",""
"475","Conwy Parkrun","Conwy, Conwy County","10 Jan 2015","At the Conwy RSPB reserve and runs along the River Conwy with views of Conwy Castle","Wales","/wiki/Conwy","",""
"476","Cwmbran	Parkrun","Cwmbran, Torfaen","18 Jun 2016","At the Northfields Recreation Ground.","Wales","/wiki/Cwmbran","",""
"477","Dolgellau parkrun","Dolgellau, Gwynedd","13 Feb 2016","Two laps on the Mawddach Trail which is maintained by Snowdonia National Park[109]","Wales","/wiki/Dolgellau","",""
"478","Erddig	Parkrun","Wrexham, Wrexham County","14 May 2016","Starts and finishes outside Erddig Hall, a stately home built in the 1680s","Wales","/wiki/Wrexham","",""
"479","Gnoll Parkrun","Neath, Neath Port Talbot","14 Nov 2015","In Gnoll Estate Country Park with a loop around the ruins of the house.","Wales","/wiki/Neath","",""
"480","Grangemoor parkrun","Cardiff, Glamorgan","31 Oct 2015","Run in Grangemoor Park a Site of Importance for Nature Conservation,","Wales","/wiki/Cardiff","",""
"481","Haverfordwest Parkrun","Haverfordwest, Pembroke","23 Sep 2017","The course is laps of the racecourse starting at the cricket pitch","Wales","/wiki/Haverfordwest","",""
"482","Llanelli Coast Parkrun","Llanelli, Carmarthen","19 Nov 2016","At King George V Playing Fields","Wales","/wiki/Llanelli","",""
"483","Llanerchaeron Parkrun","Aberaeron, Ceredigion","10 Feb 2018","At Llanerchaeron, a grade I listed mansion built in 1795[111] by John Nash","Wales","/wiki/Aberaeron","",""
"484","Llyn Llech Owain parkrun","Gorslas, Carmarthen","23 Mar 2013","At Llyn Llech Owain Country Park, a Site of Special Scientific Interest","Wales","/wiki/Gorslas","",""
"485","Maesteg	Parkrun","Maesteg, Bridgend","22 Jul 2017","In Welfare Park, Heol Ty Gwyn","Wales","/wiki/Maesteg","",""
"486","Merthyr	Parkrun","Merthyr Tydfill, Glamorgan","22 Apr 2017","At Merthyr Tydfill leisure centre","Wales","/wiki/Merthyr_Tydfill","",""
"487","Nant y Pandy Parkrun","Llangefni, Anglesey","25 Aug 2018","An out and back course in Nant y Pandy Nature Reserve between Llangefni and Llyn Cefni","Wales","/wiki/Llangefni","",""
"488","Newborough Forest Parkrun","Newborough, Anglesey","23 Jun 2018","A forest and beach run with views of Llanddwyn Island","Wales","/wiki/Newborough,_Anglesey","",""
"489","Newport Parkrun","Newport, Gwent","23 Jun 2011","Two laps through the grounds of 17th Century Tredegar House","Wales","/wiki/Newport,_Wales","",""
"490","Newtown	Parkrun","Newtown, Powys","7 Oct 2017","At Dolerw Park Bridge","Wales","/wiki/Newtown,_Powys","",""
"491","Penallta parkrun","Caerphilly, South Wales","27 Jun 2015","At the Penallta Country Park created on the former Penallta Colliery","Wales","/wiki/Caerphilly","",""
"492","Penrhyn Parkrun","Bangor, Gwynedd","15 Nov 2015","At Penrhyn Castle, an example of Romanesque Revival architecture.[113]","Wales","/wiki/Bangor,_Gwynedd","",""
"493","Pontypool Parkrun","Pontypool, Torfaen","23 Nov 2013","A relatively flat course run at Pontypool Park","Wales","/wiki/Pontypool","",""
"494","Pontypridd Parkrun","Pontypridd, Glamorgan","12 Oct 2013","In Ynysangharad Park containing Lido Ponty, Wales' only outdoor swimming pool","Wales","/wiki/Pontypridd","",""
"495","Porthcawl Parkrun","Porthcawl, Bridgend","6 Apr 2013","On Porthcawl Seafront","Wales","/wiki/Porthcawl","",""
"496","Riverfront Parkrun","Newport, Gwent","21 Jan 2017","An out and back along the River Usk starting at Riverfront theatre","Wales","/wiki/Newport,_Wales","",""
"497","Rogiet	Parkrun","Rogiet, Monmouth","21 Oct 2017","At Rogiet Countryside Park","Wales","/wiki/Rogiet","",""
"498","Severn Bridge Parkrun","Chepstow Monmouth","11 Aug 2018","An out and back along the Severn Bridge","Wales",NA,"",""
"499","Swansea Bay Parkrun","Swansea, Glamorgan","24 Oct 2014","The course is out and back along Swansea seafront","Wales","/wiki/Swansea","",""
"500","Wepre Parkrun","Deeside, Flintshire","14 May 2016","A trail run with 500 ft of hills in Wepre Park, a country park, also containing Ewloe Castle","Wales","/wiki/Deeside","",""
"501","Arrow Valley Parkrun","Redditch, Worcestershire","14 Jul 2012","The course is at Arrow Valley Country Park used for sailing, fishing and bird watching","West Midlands","/wiki/Redditch","",""
"502","Bedworth Parkrun","Bedworth, Warwickshire","17 Feb 2018","The course is run at Miners Welfare Park, starting near Bedworth United F.C.","West Midlands","/wiki/Bedworth","",""
"503","Brueton Parkrun","Solihull, West Midlands","24 Jul 2010","Run at Malvern & Brueton Park, the Local nature reserve","West Midlands","/wiki/Solihull","",""
"504","Cannock Chase Parkrun","Cannock Chase, Staffordshire","19 Nov 2016","Run in Cannock Chase, an Area of Outstanding Natural Beauty","West Midlands","/wiki/Cannock_Chase","",""
"505","Cannon Hill Parkrun","Birmingham, West Midlands","28 Aug 2010","Run in Cannon Hill Park, the city's most popular parkrun","West Midlands","/wiki/Birmingham","",""
"506","Coventry Parkrun","Coventry, West Midlands","6 Feb 2010","Located at War Memorial Park, built in memory of the people who died fighting in World War I","West Midlands","/wiki/Coventry","",""
"507","Dudley Parkrun","Dudley, West Midlands","7 Jan 2017","The run starts at The Dell athletic stadium taking in Stourbridge Canal","West Midlands","/wiki/Dudley","",""
"508","Evesham Parkrun","Evesham, Worcestershire","21 Mar 2015","The course is run entirely along the banks of the River Avon starts and finishes at Hampton Ferry","West Midlands","/wiki/Evesham","",""
"509","Hanley Parkrun","Stoke-on-Trent, Staffordshire","24 Sep 2011","Takes place in Hanley Park","West Midlands","/wiki/Stoke-on-Trent","",""
"510","Hereford Parkrun","Hereford, Herefordshire","11 Oct 2014","The course is two laps of Hereford Racecourse","West Midlands","/wiki/Hereford","",""
"511","Isabel trail Parkrun","Stafford, Staffordshire","08 Dec 2018","Starts at the old Isabel trail, Doxey Road","West Midlands","/wiki/Stafford","",""
"512","Kingsbury Water Parkrun","Sutton Coldfield, West Midlands","20 Jul 2013","Run in Kingsbury Water Park, with 15 lakes catering for cyclists, watersports and wildlife","West Midlands","/wiki/Sutton_Coldfield","",""
"513","Leamington Parkrun","Leamington Spa, Warwickshire","23 Apr 2011","The course is run in Newbold Comyn skirting the golf course","West Midlands","/wiki/Leamington_Spa","",""
"514","Ludlow Parkrun","Ludlow, Shropshire","13 Feb 2016","Located in scenic and undulating Mortimer Forest","West Midlands","/wiki/Ludlow","",""
"515","Perry Hall Parkrun","Birmingham, West Midlands","22 Nov 2014","Run in Perry Hall Park, starting at the moat of the now demolished Perry Hall","West Midlands","/wiki/Birmingham","",""
"516","Rugby Parkrun","Rugby, Warwickshire","10 Dec 2016","The course is run at Whinfield Recreation Ground, also home to Rugby F.C.","West Midlands","/wiki/Rugby,_Warwickshire","",""
"517","Sandwell Valley Parkrun","Sandwell, West Midlands","11 Nov 2017","Located in Sandwell Valley Country Park passing Sandwell Priory and Swan Pool","West Midlands","/wiki/Sandwell","",""
"518","Shrewsbury Parkrun","Shrewsbury, Shropshire","28 Sep 2013","Located at The Quarry and run along a tree lined promenade beside the River Severn[116]","West Midlands","/wiki/Shrewsbury","",""
"519","Stratford-upon-Avon parkrun","Stratford-upon-Avon, Warks","20 Feb 2016","Run along the River Avon","West Midlands","/wiki/Stratford-upon-Avon","",""
"520","Sutton Park Parkrun","Sutton Coldfield, West Midlands","18 Aug 2018","The course starts at Banners Gate and finishes at Longmoor Pool, run on a mixture of trail paths and tarmac","West Midlands","/wiki/Sutton_Coldfield","",""
"521","Telford Parkrun","Telford, Shropshire","16 Feb 2013","The course is run in Telford Town Park, voted Britain's Best Park in 2015[118]","West Midlands","/wiki/Telford","",""
"522","The Wammy Parkrun","Newcastle Under Lyme, Staffs","24 Mar 2018","The course is run along the Silverdale track starting at The Wammy, a park","West Midlands","/wiki/Newcastle_Under_Lyme","",""
"523","Walsall Arboretum parkrun","Walsall, West Midlands","10 Mar 2012","The course is at Walsall Arboretum taking in Hatherton Lake","West Midlands","/wiki/Walsall","",""
"524","Wolverhampton Parkrun","Wolverhampton, West Midlands","2 Feb 2013","Run in West Park, opened in 1881 and listed in 1986","West Midlands","/wiki/Wolverhampton","",""
"525","Worcester Parkrun","Worcester, Worcestershire","18 Jun 2011","The run is in Worcester Woods Country Park","West Midlands","/wiki/Worcester","",""
"526","Worcester Pitchcroft parkrun","Worcester, Worcestershire","10 Jun 2017","The course is two laps of Worcester Racecourse","West Midlands","/wiki/Worcester","",""
"527","Wyre Forest Parkrun","Bewdley, Worcestershire","29 Aug 2015","A trail run through Wyre Forest","West Midlands","/wiki/Bewdley","",""
"528","Armley parkrun","Armley, West Yorkshire","30 Jun 2018","The course is three lap course in Armley Park","Yorkshire and the Humber","/wiki/Armley_Park","",""
"529","Barnsley Parkrun","Barnsley, South Yorkshire","22 Jan 2011","The course is run in Locke Park, opened in 1861 in memory of railway pioneer Joseph Locke","Yorkshire and the Humber","/wiki/Barnsley","",""
"530","Bradford Parkrun","Bradford, West Yorkshire","17 Apr 2010","Run in Lister Park, also containing Cartwright Hall, a civic art gallery","Yorkshire and the Humber","/wiki/Bradford","",""
"531","Bramley Parkrun","Leeds, West Yorkshire","13 Jun 2015","Located in Bramley Park","Yorkshire and the Humber","/wiki/Leeds","",""
"532","Brighouse Parkrun","Brighouse, West Yorkshire","03 Sep 2016","The run is three laps in Wellholme Park","Yorkshire and the Humber","/wiki/Brighouse","",""
"533","Catterick Parkrun","Catterick, North Yorkshire","17 Jun 2017","Three laps of Catterick Racecourse, not on horse racing days","Yorkshire and the Humber","/wiki/Catterick,_North_Yorkshire","",""
"534","Cleethorpes Parkrun","Cleethorpes, Lincolnshire","24 May 2014","The course is two laps of the lake at Cleethorpes Country Park","Yorkshire and the Humber","/wiki/Cleethorpes","",""
"535","Cliffe Castle Parkrun","Keighley, West Yorkshire","15 Sep 2018","The course is 3 and a half laps of Cliffe Castle Park, to the north of Keighley Town Centre","Yorkshire and the Humber","/wiki/Keighley","",""
"536","Concord Parkrun","Sheffield, South Yorkshire","19 Mar 2011","The course is located at Concord Park","Yorkshire and the Humber","/wiki/Sheffield","",""
"537","Cross Flatts Parkrun","Leeds, West Yorkshire","30 Apr 2013","The run is in Cross Flatts Park starting near the Watsonian pavilion","Yorkshire and the Humber","/wiki/Leeds","",""
"538","Dalby Forest Parkrun","Pickering, North Yorkshire","19 Mar 2016","Run in Dalby Forest inside the North York Moors National Park","Yorkshire and the Humber","/wiki/Pickering,_North_Yorkshire","",""
"539","Dewsbury Parkrun","Dewsbury, West Yorkshire","23 Jun 2012","The run is in Crow Nest Park entirely on tarmac paths","Yorkshire and the Humber","/wiki/Dewsbury","",""
"540","Doncaster Parkrun","Doncaster, South Yorkshire","28 Sep 2013","Run in Sandall Park","Yorkshire and the Humber","/wiki/Doncaster","",""
